tier,score,id,name,keyword,found_in,primary_industry,secondary_industries,expected_any_of,created_at,description
HIGH,16,e1504b12-e050-42e4-a965-e2e24aae6f1b,Beauty Tech Accessibility Auditor,Auditor,title,Fashion & Beauty,"Tech & Engineering,Design & Creative",Business & Finance / Law & Government,2026-08-13T02:30:28.500946+00:00,"You test beauty and fashion websites, apps, and products to ensure they're accessible to everyone—including people with disabilities—catching design flaws that exclude customers and recommending fixes that expand markets."
HIGH,16,19616977-adfe-472f-8265-b7ee7a88d97f,Boutique Fitness Studio Owner,Fitness,title,Gaming & Esports,"Tech & Engineering,Marketing & Communications,Architecture & Urban Planning",Sports & Fitness / Healthcare & Medicine,2026-04-22T02:52:33.86077+00:00,"You design and operate a fitness studio with specialized classes (yoga, spin, pilates), managing everything from instructor hiring and class scheduling to member retention and financial growth while building a loyal community."
HIGH,16,7562413c-db51-435a-be2e-1a61f46d21ed,Broadcast Engineer,Broadcast,title,Science & Research,"Healthcare & Medicine,Tech & Engineering,Marketing & Communications",Media & Journalism / Arts & Performance,2026-04-22T02:52:33.477982+00:00,"You operate cutting-edge audio and video equipment to capture, mix, and transmit live broadcasts, ensuring millions of viewers experience crystal-clear content from studios and remote locations."
HIGH,16,a4e8e263-f2cc-44a9-a414-17c102500252,Broadcast News Analyst,Broadcast,title,Hospitality & Events,"Food & Culinary,Marketing & Communications,Science & Research",Media & Journalism / Arts & Performance,2026-04-22T02:52:32.680575+00:00,"You analyze current events and explain complex news stories to television and radio audiences in ways they can understand. Your expertise helps viewers make sense of politics, economics, and social issues shaping their world."
HIGH,16,88542978-990c-4058-9227-940b3f21b761,Carbon Offset Developer,Developer,title,Environment & Sustainability,"Business & Finance,Science & Research",Tech & Engineering / Gaming & Esports / Cybersecurity / Media & Journalism,2026-07-20T03:41:21.177995+00:00,"You calculate and design projects that remove carbon from the atmosphere or prevent emissions, turning climate science into measurable environmental wins for companies and governments."
HIGH,16,d81ed120-361b-4498-8db7-5d60cb017f11,Carbon Offset Project Developer,Developer,title,Environment & Sustainability,"Science & Research,Business & Finance",Tech & Engineering / Gaming & Esports / Cybersecurity / Media & Journalism,2026-05-08T02:04:22.222095+00:00,You design and manage carbon reduction projects—from renewable energy installations to forest conservation—measuring and verifying emissions cuts that help companies and countries meet climate goals.
HIGH,16,9f2de696-3858-4119-a00e-b435785f9750,Certified Athletic Trainer,Athletic,title,Environment & Sustainability,"Science & Research,Law & Government,Tech & Engineering",Sports & Fitness / Healthcare & Medicine / Education & Coaching,2026-04-22T02:52:33.86077+00:00,"You assess injuries, design recovery plans, and keep athletes at peak performance by combining hands-on care with evidence-based rehabilitation techniques on sidelines and in training facilities."
HIGH,16,85336afb-8674-42fd-80f8-7f5706e8f03b,Clinical Trial Protocol Developer,Developer,title,Science & Research,"Healthcare & Medicine,Law & Government",Tech & Engineering / Gaming & Esports / Cybersecurity / Media & Journalism,2026-07-05T04:01:20.645336+00:00,"You design rigorous testing plans for new medications and treatments, ensuring patient safety while collecting the data that gets life-saving drugs to market."
HIGH,16,48485795-328a-4990-9d06-c35889a7e1b8,Community Developer,Developer,title,Social Impact & Nonprofit,"Education & Coaching,Law & Government",Tech & Engineering / Gaming & Esports / Cybersecurity / Media & Journalism,2026-04-23T06:29:35.461758+00:00,"You design and execute programs that strengthen communities, build local partnerships, and create lasting social change by listening to residents and turning their needs into action."
HIGH,16,7df1ed22-7908-4d7c-bf48-7b0a1481b9b3,Community Marketplace Developer,Developer,title,Entrepreneurship,"Business & Finance,Social Impact & Nonprofit",Tech & Engineering / Gaming & Esports / Cybersecurity / Media & Journalism,2026-07-09T03:50:29.546594+00:00,You design and launch thriving local marketplaces—both physical and digital—that connect buyers and sellers while building community wealth and economic opportunity.
HIGH,16,3d044cbd-a4ae-4e07-9e6b-52ac515ef183,Conference Logistics Manager,Logistics,title,Hospitality & Events,"Business & Finance,Education & Coaching",Supply Chain & Operations / Aviation & Transportation,2026-04-22T02:52:32.271017+00:00,You orchestrate every detail of conferences and events—from booking venues and coordinating speakers to managing budgets and solving problems on the fly—creating seamless experiences that bring hundreds or thousands of people together.
HIGH,16,9c1d5996-f06e-4879-828a-1e5df3e662d7,Conference Logistics Specialist,Logistics,title,Hospitality & Events,"Business & Finance,Tech & Engineering",Supply Chain & Operations / Aviation & Transportation,2026-06-16T02:46:57.904111+00:00,You orchestrate every logistical detail of conferences—from room setups and speaker schedules to catering and technology—ensuring thousands of attendees have seamless experiences.
HIGH,16,05dcd0b1-d261-4394-a182-bd6f7eb36738,Cultural Events Programmer,Programmer,title,Arts & Performance,"Hospitality & Events,Business & Finance",Tech & Engineering / Gaming & Esports,2026-07-08T03:23:01.696225+00:00,"You curate and organize live performances, festivals, and cultural events from conception to execution, bringing communities together through unforgettable artistic experiences."
HIGH,16,70fb79ac-68df-4aae-8543-d2b3d78c087a,Cultural Programmer (Arts Center),Programmer,title,Arts & Performance,"Hospitality & Events,Education & Coaching",Tech & Engineering / Gaming & Esports,2026-04-22T06:25:44.007537+00:00,"You curate, design, and deliver engaging arts programming—from exhibitions to performances to workshops—that brings communities together and makes cultural experiences accessible and unforgettable."
HIGH,16,82f56370-036f-4f34-8754-ccd3f830b55e,Cultural Programmer (Museums),Programmer,title,Arts & Performance,"Education & Coaching,Hospitality & Events",Tech & Engineering / Gaming & Esports,2026-05-09T01:56:35.357685+00:00,"You design engaging exhibits, workshops, and programs that bring art, history, and culture to life for museum visitors, blending creativity with education to spark curiosity and connection."
HIGH,16,e7bc90b8-e519-4a5a-8bd8-76899e601818,Cultural Programmer (Theater),Programmer,title,Arts & Performance,"Hospitality & Events,Education & Coaching",Tech & Engineering / Gaming & Esports,2026-08-05T02:56:12.821494+00:00,"You curate and develop theatrical programming that shapes audience experiences, selecting scripts, coordinating with directors and artists, and building seasons that reflect community values and artistic vision."
HIGH,16,cf89121d-1bec-4693-9d19-b3f8ecb92957,Curriculum Developer (K-12),Developer,title,Education & Coaching,"Design & Creative,Science & Research",Tech & Engineering / Gaming & Esports / Cybersecurity / Media & Journalism,2026-04-22T02:52:29.856816+00:00,"You design engaging lessons and learning materials that shape how thousands of students understand core subjects, turning educational research into classroom reality."
HIGH,16,446d5916-1dcc-48f5-a519-0319bd9d1698,Dance Fitness Instructor,Fitness,title,Gaming & Esports,"Tech & Engineering,Marketing & Communications,Architecture & Urban Planning",Sports & Fitness / Healthcare & Medicine,2026-04-22T02:52:33.675655+00:00,"You lead energetic group fitness classes set to music, choreographing dynamic routines that blend dance with cardio while motivating participants to achieve their fitness goals and feel confident in their bodies."
HIGH,16,f9b4f944-20d1-4ebd-8fe5-efffdaa36161,Eco-Tourism Developer,Developer,title,Environment & Sustainability,"Hospitality & Events,Entrepreneurship",Tech & Engineering / Gaming & Esports / Cybersecurity / Media & Journalism,2026-05-24T02:09:51.590662+00:00,"You design and launch sustainable travel experiences that connect tourists with nature while protecting ecosystems, combining business strategy with hands-on conservation work."
HIGH,16,f098a99e-aac4-4332-b699-6f526c428b07,Ecological Restoration Manager,Ecolog,title,Supply Chain & Operations,"Business & Finance,Tech & Engineering,Architecture & Urban Planning",Environment & Sustainability / Science & Research,2026-04-22T02:52:32.680575+00:00,"You design and lead hands-on projects that restore damaged ecosystems—replanting forests, cleaning waterways, and rebuilding habitats—while coordinating teams and tracking ecological progress to heal the natural world."
HIGH,16,fabf5cf4-578e-4c34-a84c-3e11ce721413,Energy Auditor (Building Efficiency),Auditor,title,Environment & Sustainability,"Science & Research,Tech & Engineering",Business & Finance / Law & Government,2026-05-29T02:08:20.096588+00:00,"You inspect buildings to find where energy is wasted, then recommend upgrades that save money and reduce environmental impact."
HIGH,16,1d961ffa-ed6d-44a3-993b-692160810809,Energy Auditor (Building Performance),Auditor,title,Environment & Sustainability,"Science & Research,Tech & Engineering",Business & Finance / Law & Government,2026-06-18T02:39:39.87294+00:00,"You inspect buildings to find energy waste, recommend upgrades that slash utility bills, and help companies shrink their carbon footprint while saving money."
HIGH,16,9521c978-5323-4191-8519-55f0e6b8efce,ESG Investment Analyst,Investment,title,Environment & Sustainability,"Science & Research,Law & Government,Tech & Engineering",Business & Finance,2026-04-22T02:52:32.271017+00:00,"You analyze companies' environmental, social, and governance practices to help investors make smarter decisions about where their money goes, balancing profits with positive impact on the planet and society."
HIGH,16,480bbaf9-bd6e-4e2b-afb3-ba07f9338f22,Event Logistics Coordinator,Logistics,title,Hospitality & Events,"Business & Finance,Design & Creative",Supply Chain & Operations / Aviation & Transportation,2026-04-22T02:52:29.422718+00:00,"You orchestrate every detail of events—from venues and vendors to timelines and budgets—ensuring conferences, weddings, and festivals run flawlessly while solving problems on the fly."
HIGH,16,4f631822-995b-482c-81f1-fd9fab3c6c90,Executive Director (Small Nonprofit),Nonprofit,title,Gaming & Esports,"Tech & Engineering,Marketing & Communications,Science & Research",Social Impact & Nonprofit / Business & Finance,2026-04-22T02:52:31.20659+00:00,"You lead a team of passionate professionals building solutions to social problems, managing budgets, fundraising, and shaping the organization's strategy to maximize community impact."
HIGH,16,705f9cdd-5529-4d75-bc19-8a9f04460898,Faith-Based Nonprofit Director,Nonprofit,title,Gaming & Esports,"Tech & Engineering,Marketing & Communications,Science & Research",Social Impact & Nonprofit / Business & Finance,2026-04-22T02:52:32.680575+00:00,"You lead a faith-based nonprofit's mission by managing programs, fundraising, and teams to create meaningful social change in your community while staying true to your organization's spiritual values."
